"0704.0929","Hyun Seok Yang","Hyun Seok Yang","Noncommutative Electromagnetism As A Large N Gauge Theory","25 pages; More clarifications, to appear in Eur. Phys. J. C","Eur.Phys.J.C64:445-457,2009","10.1140/epjc/s10052-009-1117-9","HU-EP-07/12","hep-th gr-qc hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We map noncommutative (NC) U(1) gauge theory on R^d_C X R^{2n}_{NC} to U(N ->
\infty) Yang-Mills theory on R^d_C, where R^d_C is a d-dimensional commutative
spacetime while R^{2n}_{NC} is a 2n-dimensional NC space. The resulting U(N)
Yang-Mills theory on R^d_C is equivalent to that obtained by the dimensional
reduction of (d+2n)-dimensional U(N) Yang-Mills theory onto R^d_C. We show that
the gauge-Higgs system (A_\mu,\Phi^a) in the U(N -> \infty) Yang-Mills theory
on R^d_C leads to an emergent geometry in the (d+2n)-dimensional spacetime
whose metric was determined by Ward a long time ago. In particular, the
10-dimensional gravity for d=4 and n=3 corresponds to the emergent geometry
arising from the 4-dimensional N=4 vector multiplet in the AdS/CFT duality. We
further elucidate the emergent gravity by showing that the gauge-Higgs system
(A_\mu,\Phi^a) in half-BPS configurations describes self-dual Einstein gravity.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 19:54:16 GMT""},{""version"":""v2"",""created"":""Fri, 20 Apr 2007 15:54:21 GMT""},{""version"":""v3"",""created"":""Mon, 3 Aug 2009 02:53:10 GMT""}]","2009-11-05"
"0704.1184","D M Tong","D M Tong, K Singh, L C Kwek, C H OH","Sufficiency Criterion for the Validity of the Adiabatic Approximation","9 pages, no figure,appearing in PRL98(2007)150402","Physical Review Letters 98, 150402, 2007","10.1103/PhysRevLett.98.150402",,"quant-ph",,"  We examine the quantitative condition which has been widely used as a
criterion for the adiabatic approximation but was recently found insufficient.
Our results indicate that the usual quantitative condition is sufficient for a
special class of quantum mechanical systems. For general systems, it may not be
sufficient, but it along with additional conditions is sufficient. The usual
quantitative condition and the additional conditions constitute a general
criterion for the validity of the adiabatic approximation, which is applicable
to all $N-$dimensional quantum systems. Moreover, we illustrate the use of the
general quantitative criterion in some physical models.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 03:57:09 GMT""}]","2015-05-13"
"0704.1185","Gabriele Tartaglino-Mazzucchelli","Sergei M. Kuzenko, Gabriele Tartaglino-Mazzucchelli","Five-dimensional N = 1 AdS superspace: Geometry, off-shell multiplets
  and dynamics","50 pages, LaTeX; v2: minor changes, references added; v3: typos
  corrected, the presentation in subsections 6.3 and 6.5 improved","Nucl.Phys.B785:34-73,2007","10.1016/j.nuclphysb.2007.06.014",,"hep-th",,"  As a step towards formulating projective superspace techniques for
supergravity theories with eight supercharges, this work is devoted to field
theory in five-dimensional N = 1 anti-de Sitter superspace AdS^{5|8} =
SU(2,2|1)/SO(4,1) x U(1) which is a maximally symmetric curved background. We
develop the differential geometry of AdS^{5|8} and describe its isometries in
terms of Killing supervectors. Various off-shell supermultiplets in AdS^{5|8} x
S^2 are defined, and supersymmetric actions are constructed both in harmonic
and projective superspace approaches. Several families of supersymmetric
theories are presented including nonlinear sigma-models, Chern-Simons theories
and vector-tensor dynamical systems. Using a suitable coset representative, we
make use of the coset construction to develop an explicit realization for one
half of the superspace AdS^{5|8} as a trivial fiber bundle with fibers
isomorophic to four-dimensional Minkowski superspace.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 07:50:51 GMT""},{""version"":""v2"",""created"":""Fri, 20 Apr 2007 03:48:40 GMT""},{""version"":""v3"",""created"":""Fri, 25 May 2007 10:48:31 GMT""}]","2008-11-26"
"0704.1186","Julian Poulter","A. Aromsawa and J. Poulter","Domain wall entropy of the bimodal two-dimensional Ising spin glass","4 pages, 2 figures, submitted to PRB","Phys. Rev. B 76, 064427 (2007)","10.1103/PhysRevB.76.064427",,"cond-mat.dis-nn",,"  We report calculations of the domain wall entropy for the bimodal
two-dimensional Ising spin glass in the critical ground state. The L * L system
sizes are large with L up to 256. We find that it is possible to fit the
variance of the domain wall entropy to a power function of L. However, the
quality of the data distributions are unsatisfactory with large L > 96.
Consequently, it is not possible to reliably determine the fractal dimension of
the domain walls.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 08:17:16 GMT""},{""version"":""v2"",""created"":""Thu, 7 Jun 2007 08:28:26 GMT""}]","2008-04-11"
"0704.1187","Stephane Raymond","S. Raymond, E. Ressouche, G. Knebel, D. Aoki and J. Flouquet","Magnetic structure of CeRhIn$_{5}$ under magnetic field","4 Figures","J. Phys.: Condens. Matter 19 (2007) 242204","10.1088/0953-8984/19/24/242204",,"cond-mat.str-el",,"  The magnetically ordered ground state of CeRhIn$_{5}$ at ambient pressure and
zero magnetic field is an incomensurate helicoidal phase with the propagation
vector $\bf{k}$=(1/2, 1/2, 0.298) and the magnetic moment in the basal plane of
the tetragonal structure. We determined by neutron diffraction the two
different magnetically ordered phases of CeRhIn$_{5}$ evidenced by bulk
measurements under applied magnetic field in its basal plane. The low
temperature high magnetic phase corresponds to a sine-wave structure of the
magnetization being commensurate with $\bf{k}$=(1/2, 1/2, 1/4). At high
temperature, the phase is incommensurate with $\bf{k}$=(1/2, 1/2, 0.298) and a
possible small ellipticity. The propagation vector of this phase is the same as
the one of the zero-field structure.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 14:05:31 GMT""}]","2012-02-29"
"0704.1188","Yukio Nemoto","Yukio Nemoto, Masakiyo Kitazawa, Tomoi Koide, Teiji Kunihiro","Fermionic Collective Modes in QGP near Critical Temperatures","4 pages, 3 figures, talk at the Yukawa International Seminar (YKIS)
  2006, ""New frontiers in QCD"", Kyoto, Japan","Prog.Theor.Phys.Suppl.168:385-388,2007","10.1143/PTPS.168.385",,"hep-ph",,"  We investigate the quark spectrum in the quark-gluon plasma phase near color
superconducting (CS) and chiral phase transitions. Owing to the precursory soft
modes of the phase transitions, there appear novel excitaion spectra: In the CS
transition, the quark matter shows non-Fermi liquid behavior and leads to the
pseudogap in the density of states of quarks. In the chiral transition, three
collective excitations appear in the quark spectrum.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 04:59:10 GMT""}]","2008-11-26"
"0704.1189","Kristin Woodley","Kristin A. Woodley (1), William E. Harris (1), Michael A. Beasley (2),
  Eric W. Peng (3), Terry J. Bridges (4), Duncan A. Forbes (5), and Gretchen
  L.H. Harris (6) ((1) McMaster University, (2) Instituto de Astrofisica de
  Canarias, (3) Herzberg Institute of Astrophysics, (4) Queen's University, (5)
  Swinburne University, (6) University of Waterloo)","The Kinematics and Dynamics of the Globular Clusters and the Planetary
  Nebulae of NGC 5128","Accepted in the Astronomical Journal,52 pages, 13 figures, 6 tables -
  Changes made to Table 1 from originally submitted 0704.1189","Astron.J.134:494-510,2007","10.1086/518788",,"astro-ph",,"  A new kinematic and dynamic study of the halo of the giant elliptical galaxy,
NGC 5128, is presented. From a spectroscopically confirmed sample of 340
globular clusters and 780 planetary nebulae, the rotation amplitude, rotation
axis, velocity dispersion, and the total dynamical mass are determined for the
halo of NGC 5128. The globular cluster kinematics were searched for both radial
dependence and metallicity dependence by subdividing the globular cluster
sample into 158 metal-rich ([Fe/H] > -1.0) and 178 metal-poor ([Fe/H] < -1.0)
globular clusters. Our results show the kinematics of the metal-rich and
metal-poor subpopulations are quite similar. The kinematics are compared to the
planetary nebula population where differences are apparent in the outer regions
of the halo. The total mass of NGC 5128 is found using the Tracer Mass
estimator (Evans et al. 2003), to determine the mass supported by internal
random motions, and the spherical component of the Jeans equation to determine
the mass supported by rotation. We find a total mass of (1.0+/-0.2) x 10^(12)
Msun from the planetary nebulae data out to a projected radius of 90 kpc and
(1.3+/-0.5) x 10^(12) Msun from the globular clusters out to a projected radius
of 50 kpc. Lastly, we present a new and homogeneous catalog of known globular
clusters in NGC 5128. This catalog combines all previous definitive cluster
identifications from radial velocity studies and HST imaging studies, as well
as 80 new globular clusters from a study of M.A. Beasley et al. (2007, in
preparation).
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 05:28:10 GMT""},{""version"":""v2"",""created"":""Sat, 19 May 2007 23:07:57 GMT""}]","2009-06-23"
"0704.1190","Tao Zhu","Yi-Shi Duan, Ji-Rong Ren, Tao Zhu","Topological Properties of Phase Singularities in Wave Fields","6 pages",,,,"physics.geo-ph physics.gen-ph",,"  Phase singularities as topological objects of wave fields appear in a variety
of physical, chemical, and biological scenarios. In this paper, by making use
of the $\phi$-mapping topological current theory, we study the topological
properties of the phase singularities in two and three dimensional space in
details. The topological inner structure of the phase singularities are
obtained, and the topological charge of the phase singularities are expressed
by the topological numbers: Hopf indices and Brouwer degrees. Furthermore, the
topological invariant of the closed and knotted phase singularities in three
dimensional space are also discussed in details.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 05:29:28 GMT""}]","2007-05-23"
"0704.1191","Debra A. Fischer","Debra A. Fischer, Steven S. Vogt, Geoffrey W. Marcy, R. Paul Butler,
  Bun'ei Sato, Gregory W. Henry, Sarah Robinson, Gregory Laughlin, Shigeru Ida,
  Eri Toyota, Masashi Omiya, Peter Driscoll, Genya Takeda, Jason T. Wright,
  John A. Johnson","Five Intermediate-Period Planets from the N2K Sample","13 pages, 9 figures, accepted ApJ Resubmitted here with some
  additional data, modified Keplerian orbits",,"10.1086/521869",,"astro-ph",,"  We report the detection of five Jovian mass planets orbiting high metallicity
stars. Four of these stars were first observed as part of the N2K program and
exhibited low RMS velocity scatter after three consecutive observations.
However, follow-up observations over the last three years now reveal the
presence of longer period planets with orbital periods ranging from 21 days to
a few years. HD 11506 is a G0V star with a planet of \msini = 4.74 \mjup in a
3.85 year orbit. HD 17156 is a G0V star with a 3.12 \mjup planet in a 21.2 day
orbit. The eccentricity of this orbit is 0.67, one of the highest known for a
planet with a relatively short period. The orbital period for this planet
places it in a region of parameter space where relatively few planets have been
detected. HD 125612 is a G3V star with a planet of \msini = 3.5 \mjup in a 1.4
year orbit. HD 170469 is a G5IV star with a planet of \msini = 0.67 \mjup in a
3.13 year orbit. HD 231701 is an F8V star with planet of 1.08 \mjup in a 142
day orbit. All of these stars have supersolar metallicity. Three of the five
stars were observed photometrically but showed no evidence of brightness
variability. A transit search conducted for HD 17156 was negative but covered
only 25% of the search space and so is not conclusive.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 06:28:45 GMT""},{""version"":""v2"",""created"":""Thu, 9 Aug 2007 05:56:23 GMT""}]","2009-11-13"
"0704.1192","Thomas Geisser","Thomas Geisser","Arithmetic homology and an integral version of Katos conjecture","improved version, to appear in Journal fuer die reine und angewandte
  Mathematik",,,,"math.KT math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We define an integral Borel-Moore homology theory over finite fields, called
arithmetic homology, and an integral version of Kato homology. Both types of
groups are expected to be finitely generated, and sit in a long exact sequence
with higher Chow groups of zero-cycles.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 06:24:59 GMT""},{""version"":""v2"",""created"":""Wed, 13 May 2009 02:04:44 GMT""}]","2009-05-13"
"0704.1193","Gopika Sood --","G. Sood","Production of Anticentauro Events in Ultra-Relativistic Heavy Ion
  Collisions","Proceedings of Poster Session, 19th International Conference on
  Ultra-Relativistic Nucleus-Nucleus Collisions (Quark Matter 2006), November
  14-20, 2006, Shanghai, China",,"10.1142/S0218301307007970",,"nucl-th",,"  We propose a novel method for studying the production of anticentauro events
in high energy heavy ion collisions utilizing Chebyshev expansion coefficients.
These coefficients have proved to be very efficient in investigating the
pattern of fluctuations in neutral pion fraction. For the anticentauro like
events, the magnitude of first few coefficients is strongly enhanced (~3 times)
as compared to those of normal HIJING events. Various characteristics of
Chebyshev coefficients are studied in detail and the probability of formation
of exotic events is calculated from the simulated events.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 06:19:03 GMT""}]","2015-05-13"
"0704.1194","Ferenc Igloi","Ferenc Igl\'oi, Yu-Cheng Lin, Heiko Rieger, C\'ecile Monthus","Finite-size scaling of pseudo-critical point distributions in the random
  transverse-field Ising chain","4 pages, 2 figures","Phys. Rev. B 76, 064421 (2007)","10.1103/PhysRevB.76.064421",,"cond-mat.dis-nn cond-mat.stat-mech",,"  We study the distribution of finite size pseudo-critical points in a
one-dimensional random quantum magnet with a quantum phase transition described
by an infinite randomness fixed point. Pseudo-critical points are defined in
three different ways: the position of the maximum of the average entanglement
entropy, the scaling behavior of the surface magnetization, and the energy of a
soft mode. All three lead to a log-normal distribution of the pseudo-critical
transverse fields, where the width scales as $L^{-1/\nu}$ with $\nu=2$ and the
shift of the average value scales as $L^{-1/\nu_{typ}}$ with $\nu_{typ}=1$,
which we related to the scaling of average and typical quantities in the
critical region.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 06:51:54 GMT""}]","2008-03-12"
"0704.1195","Matei Toma","Matei Toma","On the Kaehler rank of compact complex surfaces",,"Bull. Soc. Math. de France 136 (2008), 243-260",,,"math.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Harvey and Lawson introduced the Kaehler rank and computed it in connection
to the cone of positive exact currents of bidimension (1,1) for many classes of
compact complex surfaces. In this paper we extend these computations to the
only further known class of surfaces not considered by them, that of Kato
surfaces. Our main tool is the reduction to the dynamics of associated
holomorphic contractions.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 07:06:28 GMT""},{""version"":""v2"",""created"":""Wed, 17 Dec 2008 16:16:35 GMT""}]","2008-12-17"
"0704.1196","Shengchao Ding","Qing Yang and Shengchao Ding","Novel algorithm to calculate hypervolume indicator of Pareto
  approximation set","9 pages, 2 figures. Comments are welcome",,,,"cs.CG cs.NE",,"  Hypervolume indicator is a commonly accepted quality measure for comparing
Pareto approximation set generated by multi-objective optimizers. The best
known algorithm to calculate it for $n$ points in $d$-dimensional space has a
run time of $O(n^{d/2})$ with special data structures. This paper presents a
recursive, vertex-splitting algorithm for calculating the hypervolume indicator
of a set of $n$ non-comparable points in $d>2$ dimensions. It splits out
multiple child hyper-cuboids which can not be dominated by a splitting
reference point. In special, the splitting reference point is carefully chosen
to minimize the number of points in the child hyper-cuboids. The complexity
analysis shows that the proposed algorithm achieves $O((\frac{d}{2})^n)$ time
and $O(dn^2)$ space complexity in the worst case.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 07:21:02 GMT""}]","2007-05-23"
"0704.1197","Mikhail Popov","M.V. Popov and B. Stappers","Statistical properties of giant pulses from the Crab pulsar","5 pages, 2 figures. Accepted by Astronomy and Astrophysics",,"10.1051/0004-6361:20066589",,"astro-ph",,"  We have studied the statistics of giant pulses from the Crab pulsar for the
first time with particular reference to their widths. We have analyzed data
collected during 3.5 hours of observations conducted with the Westerbork
Synthesis Radio Telescope operated in a tied-array mode at a frequency of 1200
MHz. The PuMa pulsar backend provided voltage recording of X and Y linear
polarization states in two conjugate 10 MHz bands. We restricted the time
resolution to 4 microseconds to match the scattering on the interstellar
inhomogeneities. In total about 18000 giant pulses (GP) were detected in full
intensity with a threshold level of 6 sigma. Cumulative probability
distributions (CPD) of giant pulse energies were analyzed for groups of GPs
with different effective widths in the range 4 to 65 microseconds. The CPDs
were found to manifest notable differences for the different GP width groups.
The slope of a power-law fit to the high-energy portion of the CPDs evolves
from -1.7 to -3.2 when going from the shortest to the longest GPs. There are
breaks in the CPD power-law fits indicating flattening at low energies with
indices varying from -1.0 to -1.9 for the short and long GPs respectively. The
GPs with a stronger peak flux density were found to be of shorter duration. We
compare our results with previously published data and discuss the importance
of these peculiarities in the statistical properties of GPs for the heoretical
understanding of the emission mechanism responsible for GP generation.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 07:46:20 GMT""},{""version"":""v2"",""created"":""Fri, 27 Apr 2007 15:07:47 GMT""}]","2009-11-13"
"0704.1198","Minkyu Kim","Minkyu Kim, Varun Aggarwal, Una-May O'Reilly, Muriel Medard","A Doubly Distributed Genetic Algorithm for Network Coding","8 pages, 7 figures, accepted to the Genetic and Evolutionary
  Computation Conference (GECCO 2007)",,,,"cs.NE cs.NI",,"  We present a genetic algorithm which is distributed in two novel ways: along
genotype and temporal axes. Our algorithm first distributes, for every member
of the population, a subset of the genotype to each network node, rather than a
subset of the population to each. This genotype distribution is shown to offer
a significant gain in running time. Then, for efficient use of the
computational resources in the network, our algorithm divides the candidate
solutions into pipelined sets and thus the distribution is in the temporal
domain, rather that in the spatial domain. This temporal distribution may lead
to temporal inconsistency in selection and replacement, however our experiments
yield better efficiency in terms of the time to convergence without incurring
significant penalties.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 13:36:44 GMT""}]","2007-05-23"
"0704.1199","Egle Tomasi-Gustafsson","E. A. Kuraev, C. Adamuscin, E. Tomasi-Gustafsson, F. Maas","Study of resonant processes for multi-pion production in $\bar p
  +p\to\ell ^++\ell^- +n_\pi \pi$ annihilation","9 pages, 4 figures","Phys.Lett.B649:400-404,2007","10.1016/j.physletb.2007.04.042",,"hep-ph",,"  In frame of a phenomenological approach based on Compton-like Feynman
amplitudes, we study multi-pion production in antiproton nucleon collisions.
The main interest of this reaction is related to the possibility to study the
properties of the presumable $\bar N N$ atom and of its resonances. For the
case of formation of a scalar or pseudoscalar resonant state, with
$I^G(J^{P})=1^-(0^{\pm}),~0^+(0^-)$ numerical results are obtained. The
differential cross section in an experimental set-up where the pions invariant
mass is measured, is given with explicit dependence on the lepton pair and
pions invariant mass.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 08:05:38 GMT""}]","2008-11-26"
"0704.1200","Georgi Vodev","Simon Moulin and Georgi Vodev","Low frequency dispersive estimates for the Schrodinger group in higher
  dimensions","19 pages",,,,"math-ph math.AP math.MP",,"  We prove dispersive estimates for the low frequency part of the Schrodinger
group for a large class of potentials in dimensions greater or equal to four.
As a consequence, we extend the result of Journe, Sofer and Sogge to a larger
class of potentials. In this revised version a mistake in the proof of the
estimate (B.4) is removed.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 08:12:22 GMT""},{""version"":""v2"",""created"":""Tue, 26 Jun 2007 08:17:16 GMT""}]","2007-06-26"
"0704.1202","Zhongmu Li","Zhongmu Li and Zhanwen Han","Colour pairs for constraining the age and metallicity of stellar
  populations","4 tables, 5 figures, Accepted by MNRAS",,"10.1111/j.1365-2966.2008.12661.x",,"astro-ph",,"  Using a widely used stellar population synthesis model, we study the ability
of using pairs of AB system colours to break the well-known stellar
age--metallicity degeneracy and give constraints on the two stellar-population
parameters (age and metallicity). The relative age and metallicity
sensitivities of AB system colours that relate to u, B, g, V, r, R, i, I, z, J,
H, and K bands are presented, and the abilities of various colour pairs for
breaking the age--metallicity degeneracy are quantified by an uncertainty
parameter (UP) method. Our results suggest that a few pairs of colours can be
used to constrain the two above stellar-population parameters. This will be
very useful for exploring the stellar populations of distant galaxies. In
detail, colour pairs [(r-K), (u-R)] and [(r-K), (u-r)] are shown to be the best
pairs for estimating stellar ages and metallicities. They can constrain two
stellar-population parameters on average with age uncertainties less than 3.89
Gyr and metallicity uncertainties less than 0.34 dex for typical uncertainties
in colours. Some other colour pairs, such as [(R-K), (u-R)], [(I-K), (u-R)],
[(R-K), (u-r)] and [(i-J), (u-R)], can possibly be used for constraining the
two parameters, too. As a whole, our results suggest that colours relating to
both UBVRIJHK and ugriz magnitudes are much better than either UBVRIJHK colours
or ugriz colours for breaking the well-known degeneracy. The results also show
that the stellar ages and metallicities of galaxies observed by the Sloan
Digital Sky Survey (SDSS) and the Two-Micron All-Sky Survey (2MASS) can be
estimated via photometry data. It is also shown that the colours can be used in
conjunction with line indices to measure stellar-population parameters.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 11:38:33 GMT""},{""version"":""v2"",""created"":""Thu, 5 Jul 2007 03:53:36 GMT""},{""version"":""v3"",""created"":""Tue, 21 Aug 2007 01:29:00 GMT""},{""version"":""v4"",""created"":""Mon, 12 Nov 2007 07:44:33 GMT""}]","2009-11-13"
"0704.1203","Fedor Gubarev V.","P.Yu.Boyko, F.V.Gubarev, S.M.Morozov","On the Fine Structure of QCD Confining String","This paper has been withdrawn",,,"ITEP-LAT/2007-06","hep-lat hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This paper had been withdrawn because the prime reported effect had not been
confirmed in further investigations (see arXiv:0812.4488 [hep-lat]).
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:00:31 GMT""},{""version"":""v2"",""created"":""Wed, 24 Dec 2008 05:56:06 GMT""}]","2008-12-24"
"0704.1204","K. A. Postnov","K.A. Postnov, A.G. Kuranov (Sternberg Astronomical Institute, Moscow)","The effect of supernova asymmetry on coalescence rates of binary neutron
  stars","LaTeX, 4 pages, 3 figures; talk given at XLIId Rencontres de Moriond
  ""Gravitaional Waves and Experimental Gravitation"", March 11-18, La Thuile; to
  be published in the Proceedings; references added",,,,"astro-ph",,"  We study the effect of the kick velocity -- neutron star spin alignment
observed in young radio pulsars on the coalescence rate of binary neutron
stars. The effect is shown to be especially strong for large kick amplitudes
and tight alignments, reducing the galactic rate of binary neutron star
coalescences up to an order of magnitude with respect to the rates calculated
for random kicks. The spin-kick correlation also leads to much narrower NS
spin-orbit misalignments compared to random kicks.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:10:36 GMT""},{""version"":""v2"",""created"":""Wed, 11 Apr 2007 07:07:33 GMT""}]","2007-05-23"
"0704.1205","Udo Schwingenschl\""ogl","Udo Schwingenschl\""ogl","Electronic structure of the zigzag spin-chain compound In$_2$VO$_5$","4 pages, 4 figures, 1 table","Physical Review B 75, 212408 (2007)","10.1103/PhysRevB.75.212408",,"cond-mat.str-el",,"  Band structure calculations within the local spin-density approximation are
presented in order to investigate the electronic and magnetic properties of the
zigzag spin-chain compound In$_2$VO$_5$. The essential structural feature of
the system is a double chain of VO$_6$-octahedra, which leads to competing
intrachain and interchain magnetic couplings. Frustration of the spin-chains is
expected for the proposed antiferromagnetic ordering at low temperatures.
However, the band calculations show that the experimental room temperature
crystal structure is incompatible with antiferromagnetism. Both the intrachain
and interchain coupling is found to be ferromagnetic.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:15:03 GMT""},{""version"":""v2"",""created"":""Thu, 10 May 2007 13:56:00 GMT""}]","2009-11-13"
"0704.1206","Joachim Mathiesen","Joachim Mathiesen, Itamar Procaccia and Ido Regev","Elasticity with Arbitrarily Shaped Inhomogeneity","(10 pages, 10 figures)",,"10.1103/PhysRevE.77.026606",,"cond-mat.mtrl-sci",,"  A classical problem in elasticity theory involves an inhomogeneity embedded
in a material of given stress and shear moduli. The inhomogeneity is a region
of arbitrary shape whose stress and shear moduli differ from those of the
surrounding medium. In this paper we present a new, semi-analytic method for
finding the stress tensor for an infinite plate with such an inhomogeneity. The
solution involves two conformal maps, one from the inside and the second from
the outside of the unit circle to the inside, and respectively outside, of the
inhomogeneity. The method provides a solution by matching the conformal maps on
the boundary between the inhomogeneity and the surrounding material. This
matching converges well only for relatively mild distortions of the unit circle
due to reasons which will be discussed in the article. We provide a comparison
of the present result to known previous results.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:20:07 GMT""}]","2009-11-13"
"0704.1207","Said Benachour","Said Benachour (IECN), Grzegorz Karch, Philippe Lauren\c{c}ot (MIP)","Asymptotic profiles of solutions to viscous Hamilton-Jacobi equations",,"J. Math. Pures Appl 83 (12/08/2004) 1275-1308",,,"math.AP",,"  The large time behavior of solutions to Cauchy problem for viscous
Hamilton-Jacobi equation is classified. The large time asymptotics are given by
very singular self-similar solutions on one hand and by self-similar viscosity
solutions on the other hand
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:36:07 GMT""}]","2007-05-23"
"0704.1208","Said Benachour","Said Benachour (IECN), Grzegorz Karch, Philippe Lauren\c{c}ot (MIP)","Asymptotic profiles of solutions to convection-diffusion equations",,"Comptes rendus de l'acad\'emie des sciences, Math\'ematiques 338
  (07/01/2004) 369-374",,,"math.AP",,"  The large time behavior of zero mass solutions to the Cauchy problem for a
convection-diffusion equation. We provide conditions on the size and shape of
the initial datum such that the large time asymptotics of solutions is given
either by the derivative of the Guass-Weierstrass kernel or by a self-similar
solution or by a hyperbolic N-wave
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:36:44 GMT""}]","2007-05-23"
"0704.1209","Aparajita Dey Miss","Aparajita Dey, C. Bhattacharya, S. Bhattacharya, S. Kundu, K.
  Banerjee, S. Mukhopadhyay, D. Gupta, T. Bhattacharjee, S. R. Banerjee, S.
  Bhattacharyya, T. K. Rana, S. K. Basu, R. Saha, K. Krishan, A. Mukherjee, D.
  Bandopadhyay, C. Beck","Characterization of fragment emission in ^{20}Ne (7 - 10 MeV/nucleon) +
  ^{12}C reactions","18 pages, 13 figures","Phys.Rev.C76:034608,2007","10.1103/PhysRevC.76.034608",,"nucl-ex",,"  The inclusive energy distributions of the complex fragments (3 $\leq$ Z
$\leq$ 7) emitted from the bombardment of ^{12}C by ^{20}Ne beams with incident
energies between 145 and 200 MeV have been measured in the angular range
10$^{o} \leq \theta_{lab} \leq$ 50^{o}. Damped fragment yields in all the cases
have been found to be the characteristic of emission from fully energy
equilibrated composites. The binary fragment yields are compared with the
standard statistical model predictions. Enhanced yields of entrance channel
fragments (5 $\leq$ Z $\leq$ 7) indicate the survival of orbiting-like process
in ^{20}Ne + ^{12}C system at these energies.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:38:00 GMT""},{""version"":""v2"",""created"":""Mon, 23 Jul 2007 05:48:07 GMT""}]","2008-11-26"
"0704.1210","Morbidelli Alessandro","Morbidelli Alessandro (OCA), Aurelien Crida (OCA)","The dynamics of Jupiter and Saturn in the gaseous proto-planetary disk","In press in Icarus",,,,"astro-ph",,"  We study the possibility that the mutual interactions between Jupiter and
Saturn prevented Type II migration from driving these planets much closer to
the Sun. Our work extends previous results by Masset and Snellgrove (2001), by
exploring a wider set of initial conditions and disk parameters, and by using a
new hydrodynamical code that properly describes for the global viscous
evolution of the disk. Initially both planets migrate towards the Sun, and
Saturn's migration tends to be faster. As a consequence, they eventually end up
locked in a mean motion resonance. If this happens in the 2:3 resonance, the
resonant motion is particularly stable, and the gaps opened by the planets in
the disk may overlap. This causes a drastic change in the torque balance for
the two planets, which substantially slows down the planets' inward migration.
If the gap overlap is substantial, planet migration may even be stopped or
reversed. As the widths of the gaps depend on disk viscosity and scale height,
this mechanism is particularly efficient in low viscosity, cool disks. We
discuss the compatibility of our results with the initial conditions adopted in
Tsiganis et al. (2005) and Gomes et al. (2005) to explain the current orbital
architecture of the giant planets and the origin of the Late Heavy Bombardment
of the Moon.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 09:50:15 GMT""}]","2007-05-23"
